altlabels,broaderconceptpt,broaderconcepturi,concepttype,concepturi,description,preferredlabel,reuselevel,skilltype
verbally interact in Macedonian | communicate verbally in Macedonian | speak Macedonian | be fluent in Macedonian | interacting verbally in Macedonian,Macedonian,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdff38c-01b1-4e44-bc2f-f69b889d45bb,Communicate orally in Macedonian.,interact verbally in Macedonian,transversal,skill/competence
verbally interact in Japanese | interacting verbally in Japanese | be fluent in Japanese | communicate verbally in Japanese | speak Japanese,Japanese,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5cb6ea-3818-4734-816d-821a67a3684e,Communicate orally in Japanese.,interact verbally in Japanese,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,The Hungarian language. Hungarian is an official working language of the EU.,Hungarian,transversal,knowledge
understanding spoken Tamil | listen to Tamil | interpret spoken Tamil | understand Tamil speech | make sense of spoken Tamil | comprehend spoken Tamil,Tamil,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,Comprehend orally expressed Tamil.,understand spoken Tamil,transversal,skill/competence
Panjabi,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,The Punjabi language.,Punjabi,transversal,knowledge
understanding written Croatian | understand Croatian writing | read Croatian | comprehend written Croatian | make sense of written Croatian | interpret written Croatian,Croatian,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,Read and comprehend written texts in Croatian.,understand written Croatian,transversal,skill/competence
comprehend spoken Occitan | interpret spoken Occitan | understand Occitan speech | comprehend spoken Languedoc | listen to Occitan | comprehend spoken Provençal | make sense of spoken Occitan | understanding spoken Occitan,Occitan,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,Comprehend orally expressed ​Occitan.,understand spoken Occitan,transversal,skill/competence
listen to Hindi | understand Hindi speech | interpret spoken Hindi | comprehend spoken Hindi | understanding spoken Hindi | make sense of spoken Hindi,Hindi,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,Comprehend orally expressed Hindi.,understand spoken Hindi,transversal,skill/competence
writing Limburgish | write Limburgian | correspond in written Limburgish | show competency in written Limburgish | write Limburgic,Limburgish,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,Compose written texts in ​Limburgish.,write Limburgish,transversal,skill/competence
understanding spoken Bihari | understand Bihari speech | make sense of spoken Bihari | interpret spoken Bihari | comprehend spoken Bihari | listen to Bihari,Bihari,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,Comprehend orally expressed Bihari.,understand spoken Bihari,transversal,skill/competence
write Flemish | show competency in written Dutch | correspond in written Dutch | writing Dutch,Dutch,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,Compose written texts in Dutch.,write Dutch,transversal,skill/competence
comprehend spoken Sardinian | comprehend spoken Sard | interpret spoken Sardinian | understand Sardinian speech | listen to Sardinian | understanding spoken Sardinian | make sense of spoken Sardinian | comprehend spoken Sardu,Sardinian,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e396053a-7820-4c4d-9ba9-20d66753f50e,Comprehend orally expressed ​Sardinian.,understand spoken Sardinian,transversal,skill/competence
be fluent in Serbian | speak Serbian | interacting verbally in Serbian | verbally interact in Serbian | communicate verbally in Serbian,Serbian,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,Communicate orally in Serbian.,interact verbally in Serbian,transversal,skill/competence
comprehend spoken Limburgish | comprehend spoken Limburgian | interpret spoken Limburgish | make sense of spoken Limburgish | comprehend spoken Limburgic | understanding spoken Limburgish | understand Limburgish speech,Limburgish,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3a22d2c-2b2e-4eda-b756-2a1908be79b7,Comprehend orally expressed Limburgish.,understand spoken Limburgish,transversal,skill/competence
understand Greek writing | comprehend written Greek | read Greek | interpret written Greek | make sense of written Greek | understanding written Greek,Greek,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e58ea17c-1442-4b34-8ec6-0587a5fb55a6,Read and comprehend written texts in Greek.,understand written Greek,transversal,skill/competence
comprehend written Bengia | make sense of written Bengali | comprehend written Bengali | understanding written Bengali | read Bengali | understand Bengali writing | interpret written Bengali,Bengali,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5dbcfcf-3139-40e2-87ed-f7154a0a70a4,Read and comprehend written texts in Bengali.,understand written Bengali,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,The French language. French is an official and working language of the EU.,French,transversal,knowledge
interpret written Slovak | make sense of written Slovak | comprehend written Slovak | understand Slovak writing | understanding written Slovak | read Slovak,Slovak,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e832f8d8-d627-4b0d-b1a5-b52f3917bb63,Read and comprehend written texts in Slovak.,understand written Slovak,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,The Tamil language.,Tamil,transversal,knowledge
speak Sardu | speak Sardinian | be fluent in Sardinian | communicate verbally in Sardinian | speak Sard | verbally interact in Sardinian | interacting verbally in Sardinian,Sardinian,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4d26de-df11-464f-940f-d63f0f5848f1,Communicate orally in ​Sardinian.,interact verbally in Sardinian,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,The Greek language. Greek is an official and working language of the EU.,Greek,transversal,knowledge
communicate verbally in Bengali | speak Bengali | verbally interact in Bengali | interacting verbally in Bengali | be fluent in Bengali,Bengali,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb19f00b-62c1-493b-bd75-1e90718ac04a,Communicate orally in ​Bengali.,interact verbally in Bengali,transversal,skill/competence
correspond in written Farsi | writing Persian | show competency in written Persian | correspond in written Persian | write Farsi,Persian,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4855b5-84a5-4c59-812e-8e4319d7bf8d,Compose written texts in Persian.,write Persian,transversal,skill/competence
comprehend spoken Czech | understand Czech speech | make sense of spoken Czech | understanding spoken Czech | listen to Czech | interpret spoken Czech,Czech,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecb6d4ea-5693-453b-8c9a-d6c68589319a,Comprehend orally expressed Czech.,understand spoken Czech,transversal,skill/competence
writing Tamil | correspond in written Tamil | show competency in written Tamil,Tamil,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1614dd-5a66-4a95-968f-a0d46ecdce92,Compose written texts in Tamil.,write Tamil,transversal,skill/competence
speak Armenian | interacting verbally in Armenian | be fluent in Armenian | verbally interact in Armenian | communicate verbally in Armenian,Armenian,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edd82d34-0ab5-45cb-9997-360e177ced27,Communicate orally in Armenian.,interact verbally in Armenian,transversal,skill/competence
Bangla,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,The Bengali language.,Bengali,transversal,knowledge
writing Kurdish | correspond in written Kurdish | show competency in written Kurdish,Kurdish,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa7943e-28b8-4657-bccb-f04e86ba058b,Compose written texts in ​Kurdish.,write Kurdish,transversal,skill/competence
listen to Urdu | interpret spoken Urdu | understanding spoken Urdu | make sense of spoken Urdu | understand Urdu speech | comprehend spoken Urdu,Urdu,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f018c29a-e837-4c4e-ac7c-aea212e0fc48,Comprehend orally expressed Urdu.,understand spoken Urdu,transversal,skill/competence
correspond in written Kazakh | show competency in written Kazakh | writing Kazakh,Kazakh,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f16e242e-a0e1-4d3a-b8bc-0fc6eca50354,Compose written texts in Kazakh.,write Kazakh,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,The Albanian language.,Albanian,transversal,knowledge
make sense of spoken Belarusian | understand Belarusian speech | listen to Belarusian | understanding spoken Belarusian | comprehend spoken Belarusian | interpret spoken Belarusian,Belarusian,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,Comprehend orally expressed Belarusian.,understand spoken Belarusian,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,The ​Kazakh language.,Kazakh,transversal,knowledge
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,The Polish language. Polish is an official and working language of the EU.,Polish,transversal,knowledge
interacting verbally in Hebrew | communicate verbally in Hebrew | verbally interact in Hebrew | be fluent in Hebrew | speak Hebrew,Hebrew,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,Communicate orally in Hebrew.,interact verbally in Hebrew,transversal,skill/competence
interpret spoken Polish | understand Polish speech | listen to Polish | comprehend spoken Polish | make sense of spoken Polish | understanding spoken Polish,Polish,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,Comprehend orally expressed Polish.,understand spoken Polish,transversal,skill/competence
interpret written Welsh | understand Welsh writing | read Welsh | understanding written Welsh | make sense of written Welsh | comprehend written Welsh,Welsh,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,Read and comprehend written texts in Welsh.,understand written Welsh,transversal,skill/competence
make sense of written Limburgish | understand Limburgish writing | comprehend written Limburgian | read Limburgic | understanding written Limburgish | comprehend written Limburgic | read Limburgish | interpret written Limburgish | comprehend written Limburgish,Limburgish,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f739ca36-437c-4f87-83bb-7a1933768d26,Read and comprehend written texts in ​Limburgish.,understand written Limburgish,transversal,skill/competence
speak Galician | interacting verbally in Galician | be fluent in Galician | communicate verbally in Galician | verbally interact in Galician,Galician,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47,Communicate orally in Galician.,interact verbally in Galician,transversal,skill/competence
,languages | language,http://data.europa.eu/esco/skill/L1 | http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,The Korean language.,Korean,transversal,knowledge
writing Polish | correspond in written Polish | show competency in written Polish,Polish,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa8ee260-64dc-42db-a5c7-9d3b232767df,Compose written texts in Polish.,write Polish,transversal,skill/competence
verbally interact in Malay | be fluent in Malay | interacting verbally in Malay | speak Malaysian | speak Malay | communicate verbally in Malay,Malay,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb299aca-b999-4829-9a40-f8379ac006f4,Communicate orally in Malay.,interact verbally in Malay,transversal,skill/competence
understand Walloon speech | listen to Walloon | make sense of spoken Walloon | understanding spoken Walloon | interpret spoken Walloon | comprehend spoken Walloon,Walloon,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fbe75fa4-4f78-459b-858a-a30b29e7591e,Comprehend orally expressed Walloon.,understand spoken Walloon,transversal,skill/competence
,language | languages,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66 | http://data.europa.eu/esco/skill/L1,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,The Armenian language.,Armenian,transversal,knowledge
be fluent in Croatian | communicate verbally in Croatian | interacting verbally in Croatian | speak Croatian | verbally interact in Croatian,Croatian,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcd4892f-486f-4e86-b78b-146a95c546a1,Communicate orally in Croatian.,interact verbally in Croatian,transversal,skill/competence
comprehend spoken Norwegian | interpret spoken Norwegian | understand Norwegian speech | understanding spoken Norwegian | make sense of spoken Norwegian,Norwegian,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff52e69a-8873-4827-b140-958dee5a62bb,Comprehend orally expressed Norwegian.,understand spoken Norwegian,transversal,skill/competence
correspond in written Provençal | writing Occitan | correspond in written Languedoc | show competency in written Occitan | correspond in written Occitan,Occitan,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff7f57d7-084b-4ec2-8e2d-2637b1ab3931,Compose written texts in ​Occitan.,write Occitan,transversal,skill/competence
