commodity_code,commodity_title,example,onet_soc_code,title
42295104,Electrosurgical or electrocautery equipment,Harmonic scalpels,29-1243.00,Pediatric Surgeons
42294701,Heart and lung machines,Heart and lung machines,29-1243.00,Pediatric Surgeons
42181903,Cardiac output CO monitoring units,Hemodynamic monitors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Hemostatic forceps,29-1243.00,Pediatric Surgeons
42295203,Surgical power equipment sets,Hip arthroplasty robots,29-1243.00,Pediatric Surgeons
42295119,Surgical lasers,Holmium lasers,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Hudson drills,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Hysterectomy forceps,29-1243.00,Pediatric Surgeons
42143102,Uterine devices,Hysteroscopes,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,IMA retractors,29-1243.00,Pediatric Surgeons
42172101,Mobile medical services automated external defibrillators AED or hard paddles,Internal defibrillators,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Intestinal forceps,29-1243.00,Pediatric Surgeons
42221614,Intravenous tubing with catheter administration kits,Intravenous IV equipment,29-1243.00,Pediatric Surgeons
42293509,Surgical irrigation sets,Irrigation tubing,29-1243.00,Pediatric Surgeons
42296323,Laparoscopes or laparoscopic telescopes,Laparascopes,29-1243.00,Pediatric Surgeons
42294908,Endoscopic clamp or dissector or grasper or forceps,Laparascopic graspers,29-1243.00,Pediatric Surgeons
42295119,Surgical lasers,Laser dopplers,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Lip retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Locking forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Lung retractors,29-1243.00,Pediatric Surgeons
42295111,Operating room patient positioning devices for general use,Mayfield headrests,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Microforceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Nasal forceps,29-1243.00,Pediatric Surgeons
42295119,Surgical lasers,Neodymium-doped yttrium aluminum garnet Nd:YAG lasers,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Nerve retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Obstetrical forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Occluding forceps,29-1243.00,Pediatric Surgeons
42295124,Surgical smoke evacuators,Operating room smoke evacuators,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Ophthalmic retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Optical forceps,29-1243.00,Pediatric Surgeons
42294212,Urological surgical instrument sets,Optical urethrotomes,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Oral retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Orthopedic forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Orthopedic retractors,29-1243.00,Pediatric Surgeons
42271718,Oxygen therapy delivery system products,Oxygen administration equipment,29-1243.00,Pediatric Surgeons
42295201,Surgical dermatomes or dermabraders or dermameshers,Padgett dermatomes,29-1243.00,Pediatric Surgeons
42222004,Patient controlled analgesia infusion pumps,Patient controlled analgesia PCA pumps,29-1243.00,Pediatric Surgeons
42296333,Peritoneoscopes,Periosteotomes,29-1243.00,Pediatric Surgeons
43211508,Personal computers,Personal computers,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Plastic surgery retractors,29-1243.00,Pediatric Surgeons
42295121,Surgical microscopes or loupes or magnifiers,Portable surgical microscopes,29-1243.00,Pediatric Surgeons
42201815,Medical x ray units for general diagnostic use,Portable x ray machines,29-1243.00,Pediatric Surgeons
46181702,Facial shields,Protective eye shields,29-1243.00,Pediatric Surgeons
42203402,Diagnostic or interventional vascular catheters for general use,Pulmonary artery catheters,29-1243.00,Pediatric Surgeons
42181801,Pulse oximeter units,Pulse oximeters,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Pylorus clamps,29-1243.00,Pediatric Surgeons
42202202,Radiosurgical gamma knife units or scintillators,Radiosurgical gamma knives,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Rectal retractors,29-1243.00,Pediatric Surgeons
42296335,Resectoscopes,Resectoscopes,29-1243.00,Pediatric Surgeons
42293304,Surgical spreaders,Rib spreaders,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Rigid rake retractors,29-1243.00,Pediatric Surgeons
42296311,Cystoscopes or cystourethroscopes,Rigid ureteroscopes,29-1243.00,Pediatric Surgeons
42295203,Surgical power equipment sets,Robotic arms,29-1243.00,Pediatric Surgeons
42142801,Vascular sequential compression devices or tubing,Sequential compression devices,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Shea drills,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Skeeter drills,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Skin retractors,29-1243.00,Pediatric Surgeons
42312010,Medical staplers for external use,Skin staplers,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Splinter forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Sponge forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Spring clips,29-1243.00,Pediatric Surgeons
42131701,Surgical drapes,Sterile drapes,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Sternal retractors,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Sternal saws,29-1243.00,Pediatric Surgeons
42292102,Surgical extractors,Stone extractors,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Strabismus scissors,29-1243.00,Pediatric Surgeons
42221503,Central venous catheters,Subclavian lines,29-1243.00,Pediatric Surgeons
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Suction machines,29-1243.00,Pediatric Surgeons
42293501,Irrigation or suction handpieces or cannulas or tips or catheters,Suction tips,29-1243.00,Pediatric Surgeons
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Surgical aspirators,29-1243.00,Pediatric Surgeons
42293001,Surgical calipers or rulers or protractors,Surgical calipers,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Surgical clamps,29-1243.00,Pediatric Surgeons
42291607,Surgical curettes or loops or curette sets,Surgical curettes,29-1243.00,Pediatric Surgeons
42292601,Surgical dilators,Surgical dilators,29-1243.00,Pediatric Surgeons
42292702,Surgical elevators or levers,Surgical elevators,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Surgical fiberoptic retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Surgical forceps,29-1243.00,Pediatric Surgeons
42132205,Surgical gloves,Surgical gloves,29-1243.00,Pediatric Surgeons
42292402,Surgical drivers,Surgical hand drivers,29-1243.00,Pediatric Surgeons
42291604,Surgical bone hand saws or wire saws or saw handles,Surgical hand saws,29-1243.00,Pediatric Surgeons
42293509,Surgical irrigation sets,Surgical irrigation sets,29-1243.00,Pediatric Surgeons
42292502,Surgical hammers or mallets,Surgical mallets,29-1243.00,Pediatric Surgeons
42131713,Surgical isolation or surgical masks,Surgical masks,29-1243.00,Pediatric Surgeons
42295121,Surgical microscopes or loupes or magnifiers,Surgical microscopes,29-1243.00,Pediatric Surgeons
42292903,Surgical needle holders,Surgical needle holders,29-1243.00,Pediatric Surgeons
42295419,Surgical nerve stimulators,Surgical nerve stimulators,29-1243.00,Pediatric Surgeons
42291609,Surgical nippers,Surgical nippers,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Surgical power drills,29-1243.00,Pediatric Surgeons
42295202,Surgical pneumatic or battery or electric saws or drills or pin drivers,Surgical power saws,29-1243.00,Pediatric Surgeons
42291611,Surgical rasps or files,Surgical rasps or files,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Surgical retractors,29-1243.00,Pediatric Surgeons
42295203,Surgical power equipment sets,Surgical robots,29-1243.00,Pediatric Surgeons
42293001,Surgical calipers or rulers or protractors,Surgical rulers,29-1243.00,Pediatric Surgeons
42291613,Surgical scalpels or knives or blades or trephines,Surgical scalpels,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Surgical scissors,29-1243.00,Pediatric Surgeons
42293303,Surgical speculas,Surgical speculas,29-1243.00,Pediatric Surgeons
42312206,Suture needles,Surgical suture needles,29-1243.00,Pediatric Surgeons
42292401,Surgical taps,Surgical taps,29-1243.00,Pediatric Surgeons
42295122,Surgical pneumatic or electric tourniquets,Surgical tourniquets,29-1243.00,Pediatric Surgeons
42291635,Surgical trocars for general use,Surgical trocars,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Suture forceps,29-1243.00,Pediatric Surgeons
42292603,Surgical probes or directors,Tactile probes,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Thoracic forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Thoracic retractors,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Thoracic scissors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Thyroid forceps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Tissue forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Tissue retractors,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Tonsil scissors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Towel clamps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Tracheal retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Tumor forceps,29-1243.00,Pediatric Surgeons
42295120,Surgical lithotripters,Ultrasonic lithotripters,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Urology retractors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Uterine forceps,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Uterine retractors,29-1243.00,Pediatric Surgeons
42291614,Surgical scissors,Uterine scissors,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Vascular clamps,29-1243.00,Pediatric Surgeons
42291802,Surgical clamps or clips or forceps,Vascular clips,29-1243.00,Pediatric Surgeons
42295305,Vascular occluder or ligator,Vascular occluders,29-1243.00,Pediatric Surgeons
42293107,Surgical retractors,Vein retractors,29-1243.00,Pediatric Surgeons
42294206,Ophthalmic surgery instrument sets,Vitrector sets,29-1243.00,Pediatric Surgeons
42295123,Surgical suction machine or vacuum extractor or ultrasonic surgical aspirator,Wells Johnson aspirators,29-1243.00,Pediatric Surgeons
42295201,Surgical dermatomes or dermabraders or dermameshers,Zimmer dermatomes,29-1243.00,Pediatric Surgeons
42182313,Neurological diagnostic sets,Acupuncture ear probes,29-1291.00,Acupuncturists
42142519,Needle guides,Acupuncture needle guide tubes,29-1291.00,Acupuncturists
42182412,Medical tuning forks,Acutonics tuning forks,29-1291.00,Acupuncturists
42181603,Mercury blood pressure units,Adenoid sphygmomanometers,29-1291.00,Acupuncturists
42291802,Surgical clamps or clips or forceps,Adson forceps,29-1291.00,Acupuncturists
41113005,Ion analyzers,Air ion testers,29-1291.00,Acupuncturists
42291802,Surgical clamps or clips or forceps,Angle tip forceps,29-1291.00,Acupuncturists
42281508,Steam autoclaves or sterilizers,Autoclave sterilizers,29-1291.00,Acupuncturists
42182302,Reflex hammers or mallets,Babinski hammers,29-1291.00,Acupuncturists
42291614,Surgical scissors,Bandage scissors,29-1291.00,Acupuncturists
42192802,Needle or blade or sharps disposal containers or carts,Biohazard containers,29-1291.00,Acupuncturists
42181602,Electronic blood pressure units,Blood pressure monitors,29-1291.00,Acupuncturists
42182302,Reflex hammers or mallets,Buck neurological hammers,29-1291.00,Acupuncturists
41115307,Lasers,Crystal probes,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Digital electronic acupunctoscopes,29-1291.00,Acupuncturists
42142103,Medical heat lamps,Digital heat lamps,29-1291.00,Acupuncturists
42291802,Surgical clamps or clips or forceps,Dressing forceps,29-1291.00,Acupuncturists
42182103,Medical acoustic stethoscopes,Dual head stethoscopes,29-1291.00,Acupuncturists
42142523,Hypodermic needle,Ear needles,29-1291.00,Acupuncturists
42144201,Acupuncture needles,Ear tacks,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Electroacupuncture stimulation units,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Electronic muscle stimulators,29-1291.00,Acupuncturists
42142523,Hypodermic needle,Filiform acupuncture needles,29-1291.00,Acupuncturists
53131614,Foot care products,Foot rollers,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Four sensor probes,29-1291.00,Acupuncturists
42142108,Therapeutic heating or cooling pads or compresses or packs,Glass cupping sets,29-1291.00,Acupuncturists
42251610,Therapeutic balls,Gua sha tools,29-1291.00,Acupuncturists
42251618,Wrist exercisers for rehabilitation or therapy,Hand exercise balls,29-1291.00,Acupuncturists
42251618,Wrist exercisers for rehabilitation or therapy,Hand rollers,29-1291.00,Acupuncturists
41112213,Handheld thermometer,Handheld digital thermometers,29-1291.00,Acupuncturists
42294913,Endoscopic hemostatic balloons or needles or tubes or accessories,Hemostat clamps,29-1291.00,Acupuncturists
48101605,Commercial use food grinders,Herb grinders,29-1291.00,Acupuncturists
42142104,Medical hydrocollators,Hydrocollator units,29-1291.00,Acupuncturists
42142103,Medical heat lamps,Infrared heat lamps,29-1291.00,Acupuncturists
42142523,Hypodermic needle,Intradermal acupuncture needles,29-1291.00,Acupuncturists
40151502,Vacuum pumps,Ion pumps,29-1291.00,Acupuncturists
41101902,Ion exchange apparatus,Ionizers,29-1291.00,Acupuncturists
41104102,Lancets,Lancet needles,29-1291.00,Acupuncturists
41115307,Lasers,Laser pens,29-1291.00,Acupuncturists
42291802,Surgical clamps or clips or forceps,Lockable forceps,29-1291.00,Acupuncturists
42142108,Therapeutic heating or cooling pads or compresses or packs,Magnetic cupping sets,29-1291.00,Acupuncturists
42251618,Wrist exercisers for rehabilitation or therapy,Magnetic finger rings,29-1291.00,Acupuncturists
42251610,Therapeutic balls,Manaka hammers,29-1291.00,Acupuncturists
42251620,Mats or platforms for rehabilitation or therapy,Massage chairs,29-1291.00,Acupuncturists
42251620,Mats or platforms for rehabilitation or therapy,Massage tables,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Microcurrent systems,29-1291.00,Acupuncturists
42142103,Medical heat lamps,Mineral wave lamps,29-1291.00,Acupuncturists
42142105,Therapeutic heating or cooling units or systems,Moxa boxes,29-1291.00,Acupuncturists
42142105,Therapeutic heating or cooling units or systems,Moxa burners,29-1291.00,Acupuncturists
42142105,Therapeutic heating or cooling units or systems,Moxa burning bowls,29-1291.00,Acupuncturists
42142105,Therapeutic heating or cooling units or systems,Moxa cans,29-1291.00,Acupuncturists
42142108,Therapeutic heating or cooling pads or compresses or packs,Moxa extinguishers,29-1291.00,Acupuncturists
42142108,Therapeutic heating or cooling pads or compresses or packs,Moxa spoons,29-1291.00,Acupuncturists
42142519,Needle guides,Needle inserters,29-1291.00,Acupuncturists
42142519,Needle guides,Needle plungers,29-1291.00,Acupuncturists
42291614,Surgical scissors,Operating scissors,29-1291.00,Acupuncturists
42182005,Ophthalmoscopes or otoscopes or scope sets,Otoscopes,29-1291.00,Acupuncturists
42141805,Neuromuscular stimulators or kits,Pen probes,29-1291.00,Acupuncturists
42142108,Therapeutic heating or cooling pads or compresses or packs,Plastic cupping sets,29-1291.00,Acupuncturists
